Transaction_ID,Guest_ID,Cabin_Number,Transaction_Date,Transaction_Time,Category,Description,Venue,Quantity,Unit_Price,Amount,Service_Charge,Total,Status,Reference_ID,Posted_By,Notes
TXN00000936,G100169,7265,2026-05-05,09:38:02,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00000937,G100169,7265,2026-08-10,07:15:47,Communication,WiFi - Streaming Day,Guest Services,3,25,75,0,75,Pending,,System,
TXN00000938,G100169,7265,2026-04-29,18:28:14,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000939,G100169,7265,2026-09-03,12:48:55,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000940,G100169,7265,2026-05-02,10:32:18,Shopping,Perfume,Duty Free,3,79,237,0,237,Pending,,System,
TXN00000941,G100169,7265,2026-06-16,16:36:38,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000942,G100169,7265,2026-07-09,13:19:56,Dining,Specialty Dining Cover,Ocean Blue,2,59,118,21.24,139.24,Pending,,System,
TXN00000943,G100169,7265,2026-05-24,22:14:26,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00000944,G100169,7265,2026-07-03,14:03:35,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000945,G100169,7265,2026-09-16,11:40:43,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000946,G100169,7265,2026-08-05,23:31:03,Beverage,Cocktail - Mojito,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000947,G100169,7265,2026-07-15,18:50:33,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000948,G100169,7265,2026-07-08,19:26:09,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00000949,G100169,7265,2026-07-03,18:11:48,Excursion,Shore Excursion,Shore Excursions,2,89,178,0,178,Pending,,System,
TXN00000950,G100169,7265,2026-09-02,21:15:54,Shopping,Logo T-Shirt,Gift Shop,1,34.99,34.99,0,34.99,Pending,,System,
TXN00000951,G100169,7265,2026-06-14,15:54:45,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00000952,G100169,7265,2026-05-24,20:58:03,Beverage,Cocktail - Pina Colada,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000953,G100169,7265,2026-09-08,19:26:35,Dining,Specialty Dining Cover,Le Bistro,3,49,147,26.46,173.46,Pending,,System,
TXN00000954,G100169,7265,2026-08-31,10:24:15,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00000955,G100169,7265,2026-06-22,12:21:41,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00000956,G100169,7265,2026-05-08,20:54:23,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00000957,G100169,7265,2026-05-11,23:46:53,Beverage,Cocktail - Margarita,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00000958,G100169,7265,2026-06-05,07:17:24,Communication,WiFi - Social Day,Guest Services,1,15,15,0,15,Pending,,System,
TXN00000959,G100169,7265,2026-09-19,07:55:04,Shopping,Ship Model,Gift Shop,2,49.99,99.98,0,99.98,Pending,,System,
TXN00000960,G100169,7265,2026-06-05,23:13:30,Excursion,Shore Excursion Premium,Shore Excursions,3,149,447,0,447,Pending,,System,
TXN00000961,G100169,7265,2026-06-10,16:19:58,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000962,G100169,7265,2026-04-21,12:59:12,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000963,G100169,7265,2026-05-18,21:58:15,Gratuity,Daily Gratuity,Auto-Charge,3,18,54,0,54,Pending,,System,
TXN00000964,G100169,7265,2026-09-19,12:25:58,Dining,Specialty Dining Cover,Le Bistro,1,49,49,8.82,57.82,Pending,,System,
TXN00000965,G100169,7265,2026-06-18,23:20:49,Entertainment,Casino Credits,Casino,2,50,100,0,100,Pending,,System,
TXN00000966,G100169,7265,2026-06-29,18:29:34,Shopping,Perfume,Duty Free,2,79,158,0,158,Pending,,System,
TXN00000967,G100169,7265,2026-07-18,15:16:23,Entertainment,Casino Credits,Casino,2,100,200,0,200,Pending,,System,
TXN00000968,G100169,7265,2026-08-27,21:29:06,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00000969,G100169,7265,2026-08-16,16:58:13,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000970,G100169,7265,2026-07-21,16:26:02,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000971,G100169,7265,2026-09-09,13:47:09,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00000972,G100169,7265,2026-04-22,14:35:59,Spa,Hot Stone Massage,Serenity Spa,1,209,209,37.62,246.62,Pending,,System,
TXN00000973,G100169,7265,2026-09-14,19:18:09,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00000974,G100169,7265,2026-06-07,16:14:24,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00000975,G100169,7265,2026-09-10,13:31:35,Shopping,Souvenir Magnet,Gift Shop,3,8.99,26.97,0,26.97,Pending,,System,
TXN00000976,G100169,7265,2026-07-13,14:48:52,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00000977,G100169,7265,2026-08-21,21:29:10,Excursion,Shore Excursion,Shore Excursions,3,89,267,0,267,Pending,,System,
TXN00000978,G100169,7265,2026-07-17,11:08:46,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00000979,G100169,7265,2026-09-04,21:11:58,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00000980,G100169,7265,2026-09-03,07:33:02,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00000981,G100169,7265,2026-05-07,07:48:00,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00000982,G100169,7265,2026-08-01,10:53:40,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00000983,G100169,7265,2026-06-16,08:45:09,Beverage,Cocktail - Pina Colada,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00000984,G100169,7265,2026-04-20,12:32:29,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00000985,G100169,7265,2026-07-22,07:39:40,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00000986,G100169,7265,2026-09-22,21:42:31,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000987,G100169,7265,2026-04-22,06:34:35,Spa,Hot Stone Massage,Serenity Spa,3,209,627,112.86,739.86,Pending,,System,
TXN00000988,G100169,7265,2026-08-01,06:01:33,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00000989,G100169,7265,2026-06-27,23:18:01,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00000990,G100169,7265,2026-08-24,19:51:58,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000991,G100169,7265,2026-06-02,09:58:06,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00000992,G100169,7265,2026-08-30,10:15:12,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00000993,G100195,4581,2026-08-30,14:52:22,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00000994,G100195,4581,2026-06-25,18:05:23,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00000995,G100195,4581,2026-07-30,20:36:15,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00000996,G100195,4581,2026-06-14,15:43:52,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00000997,G100195,4581,2026-05-08,07:05:25,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00000998,G100195,4581,2026-07-24,18:35:30,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00000999,G100195,4581,2026-05-02,06:44:10,Shopping,Sunscreen SPF 50,Sundries,1,14.99,14.99,0,14.99,Pending,,System,
TXN00001000,G100195,4581,2026-05-09,21:54:27,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001001,G100195,4581,2026-07-11,09:57:33,Spa,Swedish Massage,Serenity Spa,3,159,477,85.86,562.86,Pending,,System,
TXN00001002,G100195,4581,2026-04-28,13:13:57,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00001003,G100195,4581,2026-09-10,21:17:02,Entertainment,Casino Credits,Casino,2,50,100,0,100,Pending,,System,
TXN00001004,G100195,4581,2026-05-07,14:57:34,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001005,G100195,4581,2026-09-09,07:11:59,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001006,G100195,4581,2026-07-07,06:13:37,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00001007,G100195,4581,2026-05-24,18:59:04,Spa,Swedish Massage,Serenity Spa,1,159,159,28.62,187.62,Pending,,System,
TXN00001008,G100195,4581,2026-07-03,11:36:15,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001009,G100195,4581,2026-09-10,18:43:57,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00001010,G100195,4581,2026-09-03,16:24:48,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00001011,G100195,4581,2026-05-23,08:32:47,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00001012,G100195,4581,2026-07-15,07:06:27,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001013,G100195,4581,2026-06-16,08:21:38,Dining,Room Service Delivery,Room Service,2,12.95,25.9,4.66,30.56,Pending,,System,
TXN00001014,G100195,4581,2026-09-22,18:49:20,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00001015,G100195,4581,2026-04-25,14:50:28,Beverage,Champagne - Glass,Champagne Bar,2,22,44,7.92,51.92,Pending,,System,
TXN00001016,G100195,4581,2026-08-21,13:22:35,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00001017,G100195,4581,2026-07-23,19:11:43,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00001018,G100195,4581,2026-09-14,18:05:49,Dining,Specialty Dining Cover,Ocean Blue,3,59,177,31.86,208.86,Pending,,System,
TXN00001019,G100195,4581,2026-07-02,13:45:04,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00001020,G100195,4581,2026-05-09,14:09:24,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00001021,G100195,4581,2026-05-27,18:20:23,Beverage,Craft Beer,Sports Bar,2,9,18,3.24,21.24,Pending,,System,
TXN00001022,G100195,4581,2026-05-15,08:00:19,Shopping,Sunscreen SPF 50,Sundries,2,14.99,29.98,0,29.98,Pending,,System,
TXN00001023,G100195,4581,2026-08-09,17:48:17,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00001024,G100195,4581,2026-05-14,10:05:11,Spa,Facial Treatment,Serenity Spa,2,199,398,71.64,469.64,Pending,,System,
TXN00001025,G100195,4581,2026-08-06,20:35:35,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00001026,G100195,4581,2026-08-27,19:06:01,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00001027,G100195,4581,2026-05-10,17:35:05,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00001028,G100195,4581,2026-09-17,16:55:24,Dining,Specialty Dining Cover,Le Bistro,2,49,98,17.64,115.64,Pending,,System,
TXN00001029,G100195,4581,2026-04-21,15:26:24,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00001030,G100195,4581,2026-05-09,23:57:15,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00001031,G100195,4581,2026-09-11,22:10:43,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00001032,G100195,4581,2026-07-24,11:08:17,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00001033,G100195,4581,2026-07-04,14:31:09,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00001034,G100195,4581,2026-05-04,11:27:17,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00001035,G100195,4581,2026-08-03,15:30:50,Entertainment,Casino Credits,Casino,3,100,300,0,300,Pending,,System,
TXN00001036,G100195,4581,2026-05-07,17:16:15,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00001037,G100195,4581,2026-08-22,12:29:06,Shopping,Gold Pendant,Jewelry Store,3,189,567,0,567,Pending,,System,
TXN00001038,G100195,4581,2026-05-22,15:00:25,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00001039,G100195,4581,2026-07-12,18:51:55,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00001040,G100195,4581,2026-07-11,20:21:27,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00001041,G100195,4581,2026-09-17,10:19:20,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00001042,G100195,4581,2026-09-19,12:30:20,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00001043,G100195,4581,2026-06-02,18:20:18,Beverage,Cocktail - Margarita,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00001044,G100195,4581,2026-08-21,13:20:24,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00001045,G100195,4581,2026-06-28,18:23:07,Entertainment,Photo Package,Photo Studio,2,149,298,0,298,Pending,,System,
TXN00001046,G100195,4581,2026-09-09,12:37:34,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00001047,G100195,4581,2026-06-03,23:01:46,Shopping,Ship Model,Gift Shop,3,49.99,149.97,0,149.97,Pending,,System,
TXN00001048,G100195,4581,2026-08-14,12:28:51,Spa,Facial Treatment,Serenity Spa,3,199,597,107.46,704.46,Pending,,System,
TXN00001049,G100195,4581,2026-07-01,08:52:54,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00001050,G100195,4581,2026-07-31,21:08:40,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00001051,G100195,4581,2026-07-04,13:16:42,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00001052,G100195,4581,2026-05-27,19:50:24,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00001053,G100195,4581,2026-05-06,20:38:30,Shopping,Logo T-Shirt,Gift Shop,2,34.99,69.98,0,69.98,Pending,,System,
TXN00001054,G100195,4581,2026-09-14,18:34:32,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00001055,G100195,4581,2026-08-03,23:02:50,Entertainment,Art Auction Piece,Art Gallery,1,350,350,0,350,Pending,,System,
TXN00001056,G100195,4581,2026-07-19,23:38:40,Dining,Specialty Dining Cover,Teppanyaki,2,55,110,19.8,129.8,Pending,,System,
TXN00001057,G100195,4581,2026-05-09,09:49:15,Spa,Hot Stone Massage,Serenity Spa,2,209,418,75.24,493.24,Pending,,System,
TXN00001058,G100195,4581,2026-07-17,11:41:39,Spa,Mani-Pedi Combo,Serenity Spa,3,99,297,53.46,350.46,Pending,,System,
TXN00001059,G100195,4581,2026-04-29,18:48:21,Excursion,Shore Excursion Premium,Shore Excursions,3,149,447,0,447,Pending,,System,
TXN00001060,G100195,4581,2026-08-06,09:00:06,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00001061,G100195,4581,2026-06-23,13:32:47,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00001062,G100195,4581,2026-08-28,23:37:44,Entertainment,Photo Package,Photo Studio,1,149,149,0,149,Pending,,System,
TXN00001063,G100195,4581,2026-09-12,13:28:23,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00001064,G100195,4581,2026-07-27,20:49:43,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00001065,G100195,4581,2026-09-15,22:09:22,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00001066,G100195,4581,2026-04-24,21:06:18,Entertainment,Bingo Cards,Grand Theater,1,30,30,0,30,Pending,,System,
TXN00001067,G100195,4581,2026-08-02,08:07:53,Communication,WiFi - Social Day,Guest Services,3,15,45,0,45,Pending,,System,
TXN00001068,G100195,4581,2026-05-24,17:19:21,Dining,Specialty Dining Cover,Ocean Blue,1,59,59,10.62,69.62,Pending,,System,
TXN00001069,G100195,4581,2026-08-12,12:33:30,Spa,Mani-Pedi Combo,Serenity Spa,2,99,198,35.64,233.64,Pending,,System,
TXN00001070,G100195,4581,2026-07-16,21:06:28,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
TXN00001071,G100195,4581,2026-08-11,16:04:19,Shopping,Designer Watch,Luxury Boutique,2,299,598,0,598,Pending,,System,
TXN00001072,G100195,4581,2026-04-29,09:01:54,Excursion,Shore Excursion Group,Shore Excursions,2,69,138,0,138,Pending,,System,
TXN00001073,G100195,4581,2026-07-14,09:43:51,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00001074,G100195,4581,2026-05-30,13:33:11,Communication,WiFi - Streaming Voyage,Guest Services,1,149,149,0,149,Pending,,System,
TXN00001075,G100195,4581,2026-09-06,11:21:35,Gratuity,Daily Gratuity,Auto-Charge,2,18,36,0,36,Pending,,System,
TXN00001076,G100195,4581,2026-08-05,20:14:51,Beverage,Cocktail - Margarita,Pool Bar,2,14,28,5.04,33.04,Pending,,System,
TXN00001077,G100195,4581,2026-07-30,11:11:40,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001078,G100195,4581,2026-08-06,18:01:47,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00001079,G100195,4581,2026-09-22,12:28:37,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00001080,G100195,4581,2026-08-05,18:00:45,Spa,Swedish Massage,Serenity Spa,2,159,318,57.24,375.24,Pending,,System,
TXN00001081,G100195,4581,2026-06-11,12:17:48,Communication,WiFi - Streaming Day,Guest Services,2,25,50,0,50,Pending,,System,
TXN00001082,G100195,4581,2026-05-04,09:51:55,Shopping,Souvenir Magnet,Gift Shop,2,8.99,17.98,0,17.98,Pending,,System,
TXN00001083,G100087,6790,2026-06-04,17:20:12,Communication,WiFi - Streaming Voyage,Guest Services,3,149,447,0,447,Pending,,System,
TXN00001084,G100087,6790,2026-08-13,09:16:42,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00001085,G100087,6790,2026-08-21,22:40:20,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00001086,G100087,6790,2026-09-17,18:39:25,Spa,Mani-Pedi Combo,Serenity Spa,1,99,99,17.82,116.82,Pending,,System,
TXN00001087,G100087,6790,2026-09-15,09:22:22,Dining,Specialty Dining Cover,The Steakhouse,2,65,130,23.4,153.4,Pending,,System,
TXN00001088,G100087,6790,2026-08-13,11:52:43,Gratuity,Daily Gratuity,Auto-Charge,4,18,72,0,72,Pending,,System,
TXN00001089,G100087,6790,2026-07-03,08:43:08,Beverage,Champagne - Glass,Champagne Bar,1,22,22,3.96,25.96,Pending,,System,
TXN00001090,G100087,6790,2026-07-07,09:15:19,Entertainment,Casino Credits,Casino,2,50,100,0,100,Pending,,System,
TXN00001091,G100087,6790,2026-05-17,11:23:44,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00001092,G100087,6790,2026-05-24,22:24:26,Beverage,Cocktail - Pina Colada,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00001093,G100087,6790,2026-09-17,10:36:24,Spa,Deep Tissue Massage,Serenity Spa,2,189,378,68.04,446.04,Pending,,System,
TXN00001094,G100087,6790,2026-08-04,11:31:40,Shopping,Ship Model,Gift Shop,1,49.99,49.99,0,49.99,Pending,,System,
TXN00001095,G100087,6790,2026-09-02,11:35:10,Gratuity,Daily Gratuity,Auto-Charge,1,18,18,0,18,Pending,,System,
TXN00001096,G100087,6790,2026-08-21,15:08:11,Communication,WiFi - Streaming Voyage,Guest Services,2,149,298,0,298,Pending,,System,
TXN00001097,G100087,6790,2026-07-07,20:39:03,Beverage,Premium Wine - Glass,Wine Bar,1,18,18,3.24,21.24,Pending,,System,
TXN00001098,G100087,6790,2026-07-18,06:31:08,Beverage,Craft Beer,Sports Bar,2,9,18,3.24,21.24,Pending,,System,
TXN00001099,G100087,6790,2026-06-06,18:35:32,Spa,Hot Stone Massage,Serenity Spa,1,209,209,37.62,246.62,Pending,,System,
TXN00001100,G100087,6790,2026-08-22,19:43:31,Entertainment,Art Auction Piece,Art Gallery,3,350,1050,0,1050,Pending,,System,
TXN00001101,G100087,6790,2026-08-02,20:31:10,Shopping,Sunscreen SPF 50,Sundries,2,14.99,29.98,0,29.98,Pending,,System,
TXN00001102,G100087,6790,2026-05-09,06:50:48,Excursion,Shore Excursion Group,Shore Excursions,1,69,69,0,69,Pending,,System,
TXN00001103,G100087,6790,2026-06-13,15:02:17,Spa,Deep Tissue Massage,Serenity Spa,1,189,189,34.02,223.02,Pending,,System,
TXN00001104,G100087,6790,2026-06-14,23:18:10,Communication,WiFi - Streaming Day,Guest Services,1,25,25,0,25,Pending,,System,
TXN00001105,G100087,6790,2026-08-13,21:35:32,Shopping,Logo T-Shirt,Gift Shop,3,34.99,104.97,0,104.97,Pending,,System,
TXN00001106,G100087,6790,2026-05-16,09:17:49,Entertainment,Photo Package,Photo Studio,3,149,447,0,447,Pending,,System,
TXN00001107,G100087,6790,2026-09-04,17:34:52,Excursion,Shore Excursion Premium,Shore Excursions,1,149,149,0,149,Pending,,System,
TXN00001108,G100087,6790,2026-04-28,20:34:13,Beverage,Craft Beer,Sports Bar,3,9,27,4.86,31.86,Pending,,System,
TXN00001109,G100087,6790,2026-08-04,09:47:53,Beverage,Cocktail - Margarita,Pool Bar,1,14,14,2.52,16.52,Pending,,System,
TXN00001110,G100087,6790,2026-06-20,15:55:02,Excursion,Shore Excursion Group,Shore Excursions,3,69,207,0,207,Pending,,System,
TXN00001111,G100087,6790,2026-08-11,14:22:55,Shopping,Designer Watch,Luxury Boutique,1,299,299,0,299,Pending,,System,
TXN00001112,G100087,6790,2026-05-10,20:55:07,Excursion,Shore Excursion Premium,Shore Excursions,2,149,298,0,298,Pending,,System,
